short_app	policy_impl	cache_percentage	global_batch_size	dataset_short	Sequence	Sequence(Average) extract time	Sequence(Average) e2e time	Sequence(Average) seq duration	coll_cache_refresh_seq_bucket_sz	coll_cache_enable_refresh	Python seq e2e time
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	17	0.000510	0.001701	36.423082	8000	True	0.001666
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	18	0.000513	0.001700	38.574457	8000	True	0.001693
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	19	0.000499	0.001789	40.703888	8000	True	0.001701
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	20	0.000529	0.001811	42.949910	8000	True	0.001788
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	21	0.000525	0.001826	45.247180	8000	True	0.001831
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	22	0.000514	0.001803	47.552715	8000	True	0.001822
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	23	0.000528	0.001843	49.863497	8000	True	0.001796
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	24	0.000532	0.001789	52.212600	8000	True	0.001852
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	25	0.000512	0.001771	54.459765	8000	True	0.001793
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	26	0.000523	0.001759	56.677365	8000	True	0.001788
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	27	0.000533	0.001826	58.907454	8000	True	0.001740
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	28	0.000557	0.001853	61.238404	8000	True	0.001792
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	29	0.000629	0.001850	63.620123	8000	True	0.001944
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	30	0.000635	0.001867	65.949299	8000	True	0.001932
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	31	0.000558	0.001802	68.325127	8000	True	0.001981
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	32	0.000534	0.001733	70.626877	8000	True	0.001882
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	33	0.000509	0.001710	72.786871	8000	True	0.001746
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	34	0.000538	0.001742	74.938299	8000	True	0.001727
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	35	0.000512	0.001706	77.134261	8000	True	0.001751
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	36	0.000505	0.001697	79.274886	8000	True	0.001712
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	37	0.000526	0.001728	81.401809	8000	True	0.001699
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	38	0.000511	0.001772	83.578681	8000	True	0.001758
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	39	0.000507	0.001729	85.813092	8000	True	0.001800
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	40	0.000532	0.001728	88.036601	8000	True	0.001701
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	41	0.000514	0.001705	90.219591	8000	True	0.001727
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	42	0.000529	0.001720	92.354557	8000	True	0.001697
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	43	0.000541	0.001733	94.526047	8000	True	0.001740
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	44	0.000518	0.001709	96.700790	8000	True	0.001751
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	45	0.000530	0.001722	98.837195	8000	True	0.001702
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	46	0.000543	0.001735	100.993139	8000	True	0.001738
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	47	0.000516	0.001704	103.174200	8000	True	0.001733
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	48	0.000542	0.001728	105.312506	8000	True	0.001682
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	49	0.000534	0.001718	107.492653	8000	True	0.001700
