short_app	policy_impl	cache_percentage	global_batch_size	dataset_short	Sequence	Sequence(Average) extract time	Sequence(Average) e2e time	Sequence(Average) seq duration
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	37	0.000682	0.001926	11.128780
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	38	0.000657	0.001892	11.423999
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	39	0.000647	0.001875	11.712737
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	40	0.000587	0.001816	12.011778
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	41	0.000598	0.001828	12.290938
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	42	0.000595	0.001835	12.573716
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	43	0.000640	0.001869	12.849141
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	44	0.000664	0.001893	13.150457
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	45	0.000670	0.001903	13.435833
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	46	0.000665	0.001908	13.721966
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	47	0.000684	0.001943	14.012014
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	48	0.000659	0.001902	14.321784
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	49	0.000662	0.001893	14.616760
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	50	0.000647	0.001885	14.902257
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	51	0.000653	0.001872	15.193479
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	52	0.000671	0.001904	15.485887
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	53	0.000672	0.001910	15.776166
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	54	0.000674	0.001900	16.067635
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	55	0.000669	0.001917	16.364541
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	56	0.000683	0.001916	16.670402
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	57	0.000688	0.001930	16.959758
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	58	0.000676	0.001914	17.249127
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	59	0.000687	0.001924	17.541136
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	60	0.000694	0.001921	17.841116
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	61	0.000683	0.001916	18.131835
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	62	0.000671	0.001904	18.424039
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	63	0.000644	0.001894	18.717392
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	64	0.000590	0.001820	19.021012
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	65	0.000592	0.001823	19.301251
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	66	0.000631	0.001869	19.576181
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	67	0.000663	0.001906	19.865461
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	68	0.000652	0.001877	20.161785
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	69	0.000670	0.001888	20.448000
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	70	0.000660	0.001909	20.735869
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	71	0.000668	0.001924	21.020905
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	72	0.000657	0.001910	21.342333
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	73	0.000671	0.001935	21.633921
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	74	0.000654	0.001919	21.926528
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	75	0.000664	0.001901	22.214167
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	76	0.000678	0.001916	22.511569
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	77	0.000686	0.002311	22.801934
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	78	0.000695	0.001958	23.140503
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	79	0.000692	0.001956	23.486662
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	80	0.000724	0.001969	23.792480
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	81	0.000701	0.001941	24.089200
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	82	0.000703	0.001949	24.380420
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	83	0.000720	0.001980	24.683629
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	84	0.000710	0.001967	24.989927
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	85	0.000674	0.001931	25.291498
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	86	0.000638	0.001881	25.583715
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	87	0.000620	0.001861	25.873397
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	88	0.000651	0.001890	26.171812
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	89	0.000663	0.001905	26.457587
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	90	0.000698	0.002004	26.750023
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	91	0.000708	0.002021	27.052523
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	92	0.000704	0.002049	27.422288
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	93	0.000706	0.002122	27.738612
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	94	0.000674	0.002135	28.053864
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	95	0.000826	0.002655	28.394841
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	96	0.000877	0.002347	28.894649
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	97	0.000846	0.002243	29.269237
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	98	0.000840	0.002219	29.623688
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	99	0.000863	0.002255	29.963273
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	100	0.000877	0.002263	30.329043
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	101	0.000865	0.002245	30.673108
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	102	0.000853	0.002241	31.009183
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	103	0.000823	0.002218	31.346850
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	104	0.000812	0.002202	31.719049
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	105	0.000774	0.002141	32.053599
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	106	0.000782	0.002177	32.380553
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	107	0.000772	0.002174	32.704204
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	108	0.000802	0.002183	33.061748
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	109	0.000833	0.002227	33.389286
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	110	0.000851	0.002268	33.731054
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	111	0.000828	0.002204	34.065150
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	112	0.000830	0.002231	34.421772
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	113	0.000846	0.002239	34.763481
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	114	0.000828	0.002246	35.107421
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	115	0.000858	0.002267	35.444628
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	116	0.000860	0.002260	35.844957
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	117	0.000858	0.002260	36.187542
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	118	0.000872	0.002298	36.529371
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	119	0.000868	0.002289	36.889155
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	120	0.000855	0.002277	37.279005
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	121	0.001253	0.003030	37.635633
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	122	0.002510	0.004942	38.268342
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	123	0.003350	0.004698	39.412300
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	124	0.003373	0.004606	40.040312
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	125	0.003206	0.004457	40.681866
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	126	0.003182	0.004424	41.305324
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	127	0.003116	0.004354	41.939171
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	128	0.003275	0.004521	42.564313
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	129	0.003370	0.004605	43.191746
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	130	0.003486	0.004716	43.846502
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	131	0.003559	0.004788	44.501925
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	132	0.003554	0.004781	45.159169
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	133	0.003521	0.004767	45.831068
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	134	0.003449	0.004707	46.509298
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	135	0.003339	0.004572	47.175122
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	136	0.003524	0.004754	47.829718
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	137	0.003235	0.004473	48.497253
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	138	0.003582	0.004829	49.112026
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	139	0.003430	0.004666	49.797411
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	140	0.003536	0.004785	50.457134
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	141	0.003469	0.004718	51.124339
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	142	0.003602	0.004829	51.770578
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	143	0.003475	0.004715	52.465381
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	144	0.003427	0.004678	53.127156
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	145	0.003453	0.004709	53.775858
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	146	0.003585	0.004813	54.423863
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	147	0.003477	0.004729	55.098969
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	148	0.003353	0.004597	55.763423
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	149	0.003380	0.004619	56.410957
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	150	0.003280	0.004523	57.051417
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	151	0.003029	0.004280	57.691200
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	152	0.003311	0.004537	58.313008
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	153	0.003220	0.004452	58.950057
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	154	0.003194	0.004441	59.577103
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	155	0.003401	0.004643	60.216899
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	156	0.003598	0.004845	60.878297
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	157	0.003488	0.004742	61.548497
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	158	0.003682	0.004918	62.212841
dlrm	MPSPhaseCollAsymm	8.000000	65536	CR	159	0.003577	0.004804	62.905471
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	0	0.000778	0.002126	0.000002
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	1	0.000712	0.001971	0.318515
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	2	0.000703	0.001934	0.621596
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	3	0.000710	0.001953	0.921127
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	4	0.000715	0.002001	1.226866
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	5	0.000706	0.001939	1.533302
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	6	0.000708	0.001943	1.827004
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	7	0.000703	0.001937	2.125490
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	8	0.000736	0.002050	2.438359
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	9	0.000709	0.001972	2.753936
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	10	0.000737	0.002126	3.049018
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	11	0.000724	0.002099	3.379634
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	12	0.000726	0.002084	3.726484
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	13	0.000721	0.002080	4.045762
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	14	0.000707	0.002085	4.362457
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	15	0.000697	0.002056	4.688776
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	16	0.000672	0.002020	5.035920
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	17	0.000667	0.001998	5.351143
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	18	0.000695	0.002062	5.668756
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	19	0.000724	0.002103	5.990975
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	20	0.000722	0.002167	6.346026
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	21	0.000733	0.002060	6.692783
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	22	0.000723	0.002016	7.015638
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	23	0.000721	0.001987	7.334444
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	24	0.000724	0.001992	7.641315
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	25	0.000720	0.002013	7.943060
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	26	0.000722	0.002014	8.250821
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	27	0.000730	0.002027	8.555372
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	28	0.000730	0.002114	8.869058
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	29	0.000722	0.001978	9.205311
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	30	0.000734	0.001984	9.506398
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	31	0.000754	0.002014	9.807216
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	32	0.000729	0.001993	10.118211
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	33	0.000737	0.002027	10.421196
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	34	0.000745	0.001999	10.735653
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	35	0.000752	0.002013	11.043514
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	36	0.000740	0.002190	11.354216
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	37	0.000728	0.002008	11.680912
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	38	0.000718	0.001982	11.985859
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	39	0.000692	0.001952	12.292373
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	40	0.000638	0.001892	12.603577
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	41	0.000646	0.001896	12.887867
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	42	0.000651	0.001904	13.181090
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	43	0.000680	0.001954	13.472231
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	44	0.000715	0.001987	13.783439
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	45	0.000744	0.002025	14.085803
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	46	0.000717	0.002006	14.389719
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	47	0.000727	0.002015	14.693271
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	48	0.000726	0.002044	15.029308
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	49	0.000718	0.002005	15.344996
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	50	0.000714	0.001974	15.656023
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	51	0.000712	0.001958	15.962173
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	52	0.000728	0.001977	16.269383
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	53	0.000719	0.001977	16.564819
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	54	0.000719	0.001970	16.867043
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	55	0.000720	0.001978	17.168924
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	56	0.000715	0.001963	17.491854
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	57	0.000708	0.001956	17.786514
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	58	0.000735	0.001979	18.094738
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	59	0.000729	0.001981	18.387220
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	60	0.000741	0.002005	18.696948
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	61	0.000739	0.002001	19.013100
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	62	0.000719	0.001977	19.310598
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	63	0.000683	0.001949	19.622307
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	64	0.000642	0.001901	19.926287
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	65	0.000640	0.001903	20.217969
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	66	0.000664	0.001911	20.509595
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	67	0.000689	0.001928	20.802492
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	68	0.000708	0.001959	21.100665
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	69	0.000715	0.001957	21.395171
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	70	0.000715	0.001985	21.691512
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	71	0.000715	0.001965	21.998248
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	72	0.000708	0.001961	22.311894
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	73	0.000706	0.001982	22.606637
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	74	0.000703	0.001974	22.915239
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	75	0.000702	0.001979	23.206272
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	76	0.000717	0.001982	23.516866
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	77	0.000726	0.002385	23.816303
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	78	0.000721	0.001975	24.179133
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	79	0.000725	0.001971	24.516746
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	80	0.000752	0.001984	24.818144
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	81	0.000762	0.002014	25.116486
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	82	0.000756	0.001998	25.422462
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	83	0.000756	0.002001	25.726959
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	84	0.000728	0.001982	26.028382
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	85	0.000704	0.001964	26.327212
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	86	0.000682	0.001924	26.626762
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	87	0.000665	0.001905	26.926288
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	88	0.000691	0.001931	27.228891
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	89	0.000703	0.001952	27.523970
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	90	0.000734	0.001983	27.824287
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	91	0.000742	0.001973	28.132497
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	92	0.000731	0.001977	28.429697
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	93	0.000726	0.001945	28.731410
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	94	0.000715	0.001942	29.025752
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	95	0.000738	0.001964	29.316669
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	96	0.000735	0.001994	29.624280
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	97	0.000755	0.002008	29.929576
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	98	0.000758	0.002016	30.237540
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	99	0.000776	0.002057	30.545236
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	100	0.000777	0.002031	30.858631
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	101	0.000775	0.002030	31.167203
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	102	0.000751	0.002001	31.470565
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	103	0.000741	0.001979	31.770511
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	104	0.000722	0.001958	32.085077
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	105	0.000677	0.001920	32.385018
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	106	0.000664	0.001918	32.674475
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	107	0.000688	0.001932	32.970233
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	108	0.000699	0.001935	33.272118
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	109	0.000739	0.001966	33.568572
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	110	0.000739	0.001987	33.863990
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	111	0.000736	0.001975	34.165871
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	112	0.000740	0.001976	34.466588
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	113	0.000730	0.001969	34.764374
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	114	0.000730	0.001989	35.062123
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	115	0.000737	0.001981	35.378120
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	116	0.000761	0.002013	35.679884
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	117	0.000772	0.002010	35.984690
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	118	0.000751	0.002006	36.295424
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	119	0.000762	0.002012	36.598121
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	120	0.000755	0.002011	36.911593
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	121	0.000755	0.001997	37.221106
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	122	0.000754	0.001996	37.525372
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	123	0.000728	0.001987	37.837338
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	124	0.000734	0.001966	38.146743
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	125	0.000688	0.001927	38.449184
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	126	0.000665	0.001908	38.740278
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	127	0.000656	0.001895	39.033654
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	128	0.000670	0.001912	39.328610
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	129	0.000680	0.001900	39.619055
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	130	0.000724	0.001962	39.904883
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	131	0.000720	0.001955	40.204766
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	132	0.000706	0.001935	40.505380
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	133	0.000702	0.001937	40.799706
