short_app	policy_impl	cache_percentage	global_batch_size	dataset_short	Sequence	Sequence(Average) extract time	Sequence(Average) e2e time	Sequence(Average) seq duration
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	89	0.000495	0.002110	24.000643
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	90	0.000517	0.002182	24.281783
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	91	0.000528	0.002333	24.557162
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	92	0.000526	0.002125	24.866802
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	93	0.000519	0.002101	25.152930
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	94	0.000503	0.002061	25.430970
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	95	0.000523	0.002082	25.702253
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	96	0.000526	0.002121	25.985924
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	97	0.000533	0.002144	26.267599
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	98	0.000550	0.002177	26.550699
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	99	0.000566	0.002211	26.839384
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	100	0.000570	0.002205	27.144172
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	101	0.000570	0.002223	27.432782
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	102	0.000550	0.002200	27.723054
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	103	0.000529	0.002218	28.003408
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	104	0.000498	0.002181	28.301785
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	105	0.000479	0.002161	28.582376
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	106	0.000473	0.002234	28.862221
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	107	0.000488	0.002371	29.163534
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	108	0.000501	0.002063	29.459783
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	109	0.000520	0.002105	29.736553
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	110	0.000528	0.002080	30.017302
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	111	0.000520	0.002039	30.297776
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	112	0.000521	0.002034	30.578666
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	113	0.000510	0.002006	30.854549
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	114	0.000515	0.002010	31.127894
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	115	0.000524	0.002034	31.395314
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	116	0.000532	0.002018	31.690091
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	117	0.000545	0.002047	31.964594
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	118	0.000552	0.002082	32.240336
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	119	0.000556	0.002078	32.531681
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	120	0.000553	0.002083	32.832029
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	121	0.000556	0.002107	33.114835
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	122	0.000549	0.002109	33.400063
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	123	0.000541	0.002133	33.690626
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	124	0.000515	0.002024	33.998626
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	125	0.000480	0.001971	34.273499
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	126	0.000455	0.001949	34.541269
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	127	0.000460	0.001950	34.792429
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	128	0.000463	0.001958	35.071542
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	129	0.000481	0.001995	35.333254
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	130	0.000501	0.002041	35.600907
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	131	0.000501	0.002042	35.868668
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	132	0.000498	0.002077	36.147958
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	133	0.000502	0.002065	36.431005
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	134	0.000498	0.002091	36.702791
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	135	0.000502	0.002128	36.971590
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	136	0.000500	0.002145	37.254648
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	137	0.000510	0.002180	37.533486
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	138	0.000519	0.002310	37.814386
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	139	0.000561	0.002359	38.117147
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	140	0.000543	0.002166	38.451974
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	141	0.000550	0.002138	38.733240
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	142	0.000560	0.002176	39.010433
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	143	0.000569	0.002190	39.278973
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	144	0.000564	0.002796	39.561831
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	145	0.000592	0.002157	39.893922
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	146	0.000609	0.002102	40.232367
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	147	0.000630	0.002136	40.508236
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	148	0.000633	0.002081	40.822486
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	149	0.000625	0.002084	41.109335
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	150	0.000581	0.002015	41.398295
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	151	0.000535	0.001955	41.677039
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	152	0.000565	0.001989	41.944997
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	153	0.000584	0.002011	42.217896
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	154	0.000603	0.002068	42.495183
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	155	0.000626	0.002075	42.780555
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	156	0.000618	0.002081	43.066699
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	157	0.000617	0.002108	43.348314
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	158	0.000627	0.002103	43.631320
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	159	0.000619	0.002078	43.920848
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	160	0.000627	0.002095	44.209739
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	161	0.000614	0.002076	44.500903
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	162	0.000613	0.002070	44.781976
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	163	0.000619	0.002079	45.063153
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	164	0.000623	0.002088	45.348164
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	165	0.000618	0.002101	45.645009
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	166	0.000593	0.002063	45.931110
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	167	0.000582	0.002083	46.211832
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	168	0.000563	0.002096	46.506849
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	169	0.000555	0.002064	46.785565
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	170	0.000554	0.002054	47.061009
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	171	0.000526	0.001954	47.331798
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	172	0.000529	0.001964	47.615631
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	173	0.000521	0.001948	47.883943
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	174	0.000497	0.001951	48.159298
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	175	0.000461	0.001895	48.430259
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	176	0.000458	0.001876	48.716084
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	177	0.000482	0.001922	48.969059
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	178	0.000500	0.001919	49.236052
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	179	0.000518	0.001953	49.497184
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	180	0.000527	0.001982	49.769611
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	181	0.000533	0.001976	50.043608
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	182	0.000519	0.001959	50.314173
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	183	0.000510	0.001963	50.575631
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	184	0.000505	0.001960	50.850272
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	185	0.000514	0.001944	51.116564
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	186	0.000512	0.001940	51.383895
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	187	0.000497	0.001940	51.643234
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	188	0.000499	0.001984	51.908758
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	189	0.000537	0.001976	52.188261
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	190	0.000539	0.002008	52.453549
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	191	0.000528	0.002007	52.723363
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	192	0.000535	0.001994	52.995263
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	193	0.000541	0.002001	53.268289
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	194	0.000533	0.002034	53.544890
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	195	0.000546	0.002010	53.805381
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	196	0.000536	0.002008	54.098890
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	197	0.000522	0.002027	54.366003
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	198	0.000505	0.001971	54.648110
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	199	0.000470	0.001933	54.907696
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	200	0.000484	0.001937	55.172487
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	201	0.000488	0.001939	55.429979
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	202	0.000522	0.001987	55.692333
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	203	0.000523	0.001999	55.960533
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	204	0.000538	0.002006	56.232236
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	205	0.000523	0.002000	56.502972
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	206	0.000527	0.002049	56.768860
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	207	0.000514	0.002002	57.037635
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	208	0.000509	0.002008	57.312243
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	209	0.000516	0.002019	57.577205
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	210	0.000507	0.002000	57.844230
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	211	0.000514	0.001998	58.113536
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	212	0.000515	0.002019	58.377579
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	213	0.000513	0.001999	58.645248
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	214	0.000534	0.002027	58.907800
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	215	0.000527	0.002038	59.172518
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	216	0.000535	0.002035	59.443381
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	217	0.000532	0.002034	59.711206
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	218	0.000553	0.002062	59.984928
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	219	0.000534	0.002035	60.250650
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	220	0.000527	0.002023	60.519942
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	221	0.000519	0.002010	60.784654
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	222	0.000507	0.002006	61.048018
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	223	0.000479	0.001966	61.307854
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	224	0.000476	0.001969	61.571424
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	225	0.000488	0.001980	61.832026
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	226	0.000505	0.002016	62.092778
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	227	0.000531	0.002048	62.357192
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	228	0.000528	0.002070	62.624320
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	229	0.000534	0.002071	62.896124
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	230	0.000530	0.002079	63.167478
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	231	0.000513	0.002057	63.431182
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	232	0.000516	0.003384	63.699056
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	233	0.000520	0.001926	64.049435
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	234	0.000512	0.001910	64.398933
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	235	0.000521	0.001922	64.659605
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	236	0.000517	0.001913	64.933516
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	237	0.000512	0.001936	65.198348
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	238	0.000526	0.001962	65.466940
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	239	0.000538	0.001927	65.739514
