short_app	policy_impl	cache_percentage	global_batch_size	dataset_short	Sequence	Sequence(Average) extract time	Sequence(Average) e2e time	Sequence(Average) seq duration
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	48	0.000530	0.001997	52.172245
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	49	0.000498	0.001966	53.244557
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	50	0.000492	0.001969	54.295496
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	51	0.000512	0.001998	55.354439
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	52	0.000504	0.002000	56.407302
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	53	0.000513	0.002013	57.472203
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	54	0.000527	0.002038	58.539917
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	55	0.000500	0.002004	59.609112
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	56	0.000492	0.002009	60.664772
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	57	0.000520	0.002077	61.715576
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	58	0.000508	0.002303	62.783508
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	59	0.000517	0.001932	64.035249
