short_app	policy_impl	cache_percentage	global_batch_size	dataset_short	Sequence	Sequence(Average) extract time	Sequence(Average) e2e time	Sequence(Average) seq duration
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	73	0.000637	0.002130	40.601123
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	74	0.000616	0.002111	41.193252
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	75	0.000557	0.002025	41.770059
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	76	0.000570	0.002053	42.338506
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	77	0.000608	0.002097	42.904761
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	78	0.000576	0.002105	43.487050
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	79	0.000542	0.002106	44.061475
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	80	0.000513	0.002017	44.647790
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	81	0.000513	0.001983	45.191585
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	82	0.000512	0.002001	45.742533
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	83	0.000524	0.002020	46.278717
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	84	0.000531	0.002026	46.836557
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	85	0.000523	0.002006	47.394643
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	86	0.000519	0.001995	47.939791
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	87	0.000479	0.001959	48.480824
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	88	0.000468	0.001942	49.013467
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	89	0.000508	0.001979	49.546776
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	90	0.000524	0.002024	50.095895
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	91	0.000519	0.002004	50.630071
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	92	0.000514	0.002000	51.180586
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	93	0.000506	0.001999	51.722314
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	94	0.000511	0.001996	52.265167
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	95	0.000531	0.002048	52.802736
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	96	0.000533	0.002055	53.362643
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	97	0.000540	0.002048	53.912934
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	98	0.000529	0.002051	54.463262
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	99	0.000482	0.001984	55.022173
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	100	0.000477	0.001952	55.561698
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	101	0.000514	0.002048	56.092312
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	102	0.000526	0.002049	56.646384
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	103	0.000515	0.002046	57.187777
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	104	0.000514	0.002053	57.730676
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	105	0.000511	0.002057	58.273701
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	106	0.000516	0.002055	58.841746
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	107	0.000525	0.002069	59.380848
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	108	0.000535	0.002093	59.933483
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	109	0.000540	0.002101	60.481529
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	110	0.000530	0.002080	61.034842
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	111	0.000494	0.002034	61.581898
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	112	0.000483	0.002027	62.108815
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	113	0.000518	0.002092	62.637667
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	114	0.000530	0.002117	63.190203
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	115	0.000516	0.002109	63.741632
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	116	0.000512	0.002732	64.298212
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	117	0.000514	0.001976	65.020086
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	118	0.000516	0.001955	65.568919
dlrm	MPSPhaseCollAsymm	1.000000	65536	CR	119	0.000530	0.001984	66.094324
